red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
0,2,0,0,6,357,1061,17,20211,1851,28428,0,1.49,4.18,640,Wood Storage Box
2,3,0,0,4,750,630,27,7303,1268,23854,0,0.99,3.52,803,Metal Chest Plate
1,0,0,0,5,1118,83,17,8258,1492,22793,0,1.24,1.74,802,Metal Facemask
1,0,0,0,7,556,183,28,6561,1105,26450,0,0.99,1.83,753,Coffee Can Helmet
1,0,0,0,7,227,466,35,6506,879,24134,0,0.99,4.88,753,Road Sign Kilt
1,0,0,0,12,781,96,17,9567,1801,20067,0,0.99,1.97,753,Road Sign Jacket
0,0,0,0,7,406,4555,34,7095,1088,21371,0,3.41,4.64,984,Revolver
2,78,0,0,6,350,3807,23,5168,1498,5678,0,2.49,1.94,325,Assault Rifle
0,0,0,0,8,84,605,32,3065,557,15931,0,2.99,2.75,396,LR-300
0,45,0,0,5,952,4785,26,6725,2673,21271,0,2.49,1.18,298,Semi-Automatic Pistol
2,0,0,0,3,51,7983,13,3621,102,59841,0,1.49,2.64,185,Sheet Metal Double Door
1,81,35,0,4,958,705,96,47921,5588,10781,0,1.49,2.17,416,Sleeping Bag
0,0,0,0,2,168,0,9,4965,973,9416,0,0.99,0.55,60,Bandana Mask
0,66,0,723,6,17824,300,14,12937,16490,5445,0,1.49,2.0,60,Wood Storage Box
0,3,0,0,4,3682,2787,27,22807,5709,20005,0,1.49,2.84,415,None
18,5162,1503,0,3,52,6753,23,7863,1793,18634,0,1.49,2.23,129,Furnace
10,301,0,127,2,128,14996,18,14483,7204,15115,0,0.99,1.05,115,Metal Chest Plate
264,34,0,0,5,3817,8350,10,16077,18347,5768,0,0.99,1.01,115,Metal Facemask
0,0,0,0,3,183,2645,17,10016,1307,11679,0,5.2,1.31,956,Hatchet
0,37,14,2979,4,100,31,17,17050,2907,30265,0,1.49,1.48,80,Wooden Door
0,19,0,0,4,42,2146,17,9803,232,32100,0,0.99,1.15,415,Bandana Mask
1,0,0,0,4,1405,0,29,16930,1604,30974,0,1.49,1.91,514,Large Wood Box
4,0,0,2,3,70,395,16,9803,405,41380,0,1.49,1.54,514,Sheet Metal Door
2,0,0,0,1,49,47,10,8059,1253,57569,0,1.49,4.28,472,Garage Door
0,0,0,0,6,412,7,33,4515,1067,5975,0,2.06,8.53,1166,Revolver
1,8,0,0,6,1626,209,28,8383,4434,18470,0,1.49,4.73,886,Large Wood Box
7,0,0,2,4,63,121,15,3051,303,34130,0,1.49,3.6,921,Sheet Metal Door
4,0,0,2,3,105,4,16,5266,587,36399,0,1.49,2.39,367,Sheet Metal Door
1,0,0,0,5,212,2105,20,6495,488,32855,0,0.99,1.8,1026,Metal Facemask
0,9,0,0,0,112,3083,35,6699,587,33237,0,0.99,0.72,550,Hoodie
1,44,2,0,8,54,4104,23,5193,318,27153,0,0.99,0.76,550,Pants
2,8499,0,0,1,581,5190,10,17795,3213,31744,0,1.49,4.38,557,Garage Door
0,1,0,0,5,230,1579,20,3295,606,7900,0,1.99,1.45,851,Pickaxe
0,0,0,0,9,103,60,30,7784,383,13530,0,6.99,8.89,1255,MP5A4
0,366,23,915,3,343,1324,15,1961,1175,9878,0,1.99,2.94,108,Hatchet
0,212,10,169,5,48,809,22,1234,270,6828,0,1.99,2.61,108,Pickaxe
0,112,1,54,32,504,346,35,4879,738,27448,0,1.99,4.2,626,Revolver
7,0,0,2,4,526,8628,16,6525,1651,37700,0,1.49,1.98,640,Sheet Metal Door
0,0,0,0,5,107,2008,27,585,313,11487,0,1.99,1.35,423,Combat Knife
1,51,30,0,12,16,2803,37,5379,93,13814,0,2.38,2.64,1102,Custom SMG
2,61,18,0,3,83,2407,28,10423,864,37788,0,0.99,0.66,1117,Metal Chest Plate
7,0,0,2,4,1,6517,15,19249,12,27433,0,2.88,1.66,879,Sheet Metal Door
1,0,2,0,14,130,21,46,2448,397,9041,0,5.26,4.75,1269,Crossbow
1,0,0,0,4,353,5754,27,11101,2517,15885,0,1.99,2.32,914,Python Revolver
1,0,0,0,5,223,9,23,10722,2039,6584,0,1.99,1.43,1103,Assault Rifle
1,0,0,0,6,2420,77,27,10992,2657,27083,0,0.99,0.96,1047,Coffee Can Helmet
1,0,0,0,7,33,543,38,7648,340,42045,0,0.99,1.31,1082,Road Sign Kilt
1,0,0,0,7,168,1141,25,14234,1714,27079,0,0.99,0.84,1082,Road Sign Jacket
0,251,1,0,9,1251,553,23,4083,4711,9455,0,7.23,6.05,1287,Bone Knife
1,8,0,0,4,6113,46,27,6685,3140,12354,0,1.99,2.06,199,Python Revolver
2,0,0,0,5,1785,15,25,8551,4487,5036,0,2.99,1.46,683,Assault Rifle
2,43,0,0,3,0,14251,13,4830,28,57490,0,1.49,1.67,32,Sheet Metal Double Door
1,40,0,0,2,40,19658,19,12194,475,15598,0,0.99,0.64,234,Metal Chest Plate
2,4136,0,0,4,426,27146,21,12548,3291,4028,0,0.99,0.72,234,Metal Facemask
1,993,219,125,2,1957,10196,18,17292,9394,14355,0,0.99,0.77,170,Metal Chest Plate
5,523,69,36,8,14125,5287,16,12845,13058,5998,0,0.99,0.9,170,Metal Facemask
5,703,0,2,4,34,4769,15,1757,151,31540,0,2.99,6.22,501,Sheet Metal Door
6,8,0,2,4,55,3456,15,6922,531,38357,0,1.49,1.67,276,Sheet Metal Door
1,12,0,0,2,89,1344,5,2177,351,9484,0,0.99,1.98,1145,Improvised Balaclava
0,0,0,1,9,2,0,26,2233,29,56432,0,1.72,3.08,1123,Boots
0,1,0,0,1,0,3024,31,1131,0,29375,0,0.99,0.77,893,Hoodie
1,0,0,0,8,0,6299,24,297,0,13594,0,0.99,0.75,893,Pants
1,7047,12441,0,5,371,5381,30,6126,4920,13603,0,4.99,21.19,1306,Large Wood Box
2,0,0,0,8,108,28593,24,9114,3432,10813,0,9.99,0.11,1761,T-Shirt
2,960,510,0,1,860,2861,10,26736,2685,39600,0,1.52,2.0,885,Garage Door
4,515,7,0,7,450,3550,24,17130,1423,19547,0,9.86,1.39,977,Semi-Automatic Pistol
4,38,0,2,3,220,1214,16,3613,520,39093,0,2.99,2.1,423,Sheet Metal Door
1,0,0,1,5,2777,53,23,10326,2328,4448,0,4.5,2.64,1075,Salvaged Sword
5,0,0,0,7,704,377,24,13622,878,29596,0,1.33,2.28,962,Semi-Automatic Pistol
0,0,0,1,9,0,5739,14,10209,69,28858,0,2.49,3.56,1761,Boonie Hat
0,0,0,0,6,4,1,34,10425,23,26210,0,0.99,2.13,67,Burlap Trousers
3,38,0,0,5,3185,487,13,17802,13185,15535,0,0.99,1.47,60,Burlap Shirt
0,547,0,1,9,2952,2563,15,22071,19594,4252,0,0.99,1.55,67,Boonie Hat
0,10,0,0,5,2935,2694,32,26814,3920,17390,0,1.49,1.91,60,Large Wood Box
2,24,0,0,5,2820,1979,22,6001,2727,6103,0,1.99,1.53,1068,Assault Rifle
1,0,0,0,6,103,241,22,6276,946,10256,0,1.99,1.43,1096,Assault Rifle
0,0,0,0,3,329,901,17,4129,432,18702,0,1.99,1.9,822,Hatchet
0,0,0,0,4,54,1071,22,1967,175,9327,0,1.99,5.37,823,Pickaxe
1,59,3,1136,5,171,5367,29,11267,407,5668,0,2.49,3.84,907,Festive Window Garland
1606,326,0,25,7,1115,31137,19,8485,5469,15934,0,0.99,0.87,543,Satchel Charge
6,0,0,0,8,2382,2,381,21181,3158,17586,0,2.57,1.33,1138,Semi-Automatic Pistol
18,423,23,0,10,619,1202,113,8237,2629,8009,0,1.99,3.92,949,Custom SMG
1,0,0,0,5,4091,3844,30,13992,6314,23616,0,2.98,3.45,1075,Large Wood Box
15,1103,815,0,3,946,1349,23,5726,3825,3199,0,2.99,2.21,472,Salvaged Sword
0,0,0,0,8,15,103,26,1963,172,11031,0,2.48,1.99,1152,Semi-Automatic Rifle
7,0,0,2,5,136,13951,14,22397,7004,13257,0,1.49,1.68,1132,Sheet Metal Door
4,126,130,0,8,467,494,23,7874,926,31427,0,6.86,2.79,1158,Semi-Automatic Pistol
1,121,0,0,5,443,1146,29,26255,3449,25456,0,12.24,4.46,1249,F1 Grenade
6,2818,250,0,11,0,444,16,3428,129,23087,0,2.19,122.17,1243,Jacket
0,228,0,0,5,62,2805,31,17181,1259,29045,0,1.49,2.06,837,Leather Gloves
0,775,0,0,3,284,7417,17,3690,610,13300,0,1.99,2.74,1274,Hatchet
0,33,0,0,3,8,3094,29,4299,108,23998,0,0.99,0.94,837,Hoodie
0,22,0,0,9,0,1811,24,1590,76,22310,0,0.99,0.98,837,Pants
1,0,0,0,6,275,5873,34,7782,1417,27237,0,1.99,2.57,1096,Revolver
0,6,2,0,5,123,642,40,13003,1001,44385,0,2.02,3.93,1131,Snow Jacket
2,264,0,0,10,6,2857,39,2473,99,14774,0,1.99,9.23,1274,Custom SMG
0,0,0,0,7,3166,0,15,4623,1915,32597,0,12.0,5.36,1289,Wood Storage Box
1,0,0,0,5,4399,1,29,19452,6176,25343,0,5.49,0.1,1641,Large Wood Box
1,0,0,0,6,5357,393,29,14045,15781,14195,0,2.29,5.87,1186,Large Wood Box
0,68,0,0,3,1,185,15,15133,1854,36712,0,1.49,5.74,984,Sleeping Bag
0,3,0,1,8,1,239,15,10531,294,31650,0,3.64,10.17,1281,Boonie Hat
2,0,0,0,3,46,1,28,8975,500,40171,0,9.99,35.68,1306,Metal Chest Plate
0,292,19,0,8,286,1120,15,7812,1576,17699,0,1.99,1.94,963,Waterpipe Shotgun
0,0,0,0,7,127,9859,22,3133,376,12298,0,1.99,1.8,74,Eoka Pistol
2,0,0,0,5,504,472,16,19820,2763,31862,0,1.47,1.11,1124,Metal Facemask
0,0,0,0,8,484,2328,24,8675,2619,6896,0,2.46,7.0,864,Bone Knife
0,0,0,0,8,109,31,19,5679,971,19012,0,3.5,9.46,1221,Eoka Pistol
0,6860,5046,1883,5,8934,6999,18,11419,2374,2285,0,19.56,11.74,1224,Boonie Hat
7,2677,27,10472,5,1,10723,14,4646,540,19968,0,1.49,1.99,690,Sheet Metal Door
1082,437,113,0,28,883,1138,35,4350,854,11582,0,1.99,2.51,241,LR-300
1072,223,48,0,12,526,2054,37,5488,1486,10171,0,1.99,2.59,290,Custom SMG
0,297,0,0,4,46,7067,19,7415,979,31396,0,1.47,1.03,795,Metal Facemask
2,30,0,0,3,35,4239,28,6083,398,35743,0,2.44,1.15,795,Metal Chest Plate
0,21,22,0,5,0,550,17,14926,717,24884,0,5.99,5.16,598,None
1,0,0,0,5,344,423,29,12695,1720,34186,0,2.23,13.12,1138,Large Wood Box
0,0,0,0,7,2280,1,14,22457,4967,8903,0,1.99,3.9,605,Rock
1,0,0,0,4,0,0,5,1340,0,22399,0,8.42,0.08,1754,Improvised Balaclava
0,0,0,0,2,0,0,17,175,0,11942,0,6.56,0.09,1754,Bandana Mask
0,0,0,0,6,0,1,13,1574,0,27317,0,2.49,3.36,1782,Baseball Cap
0,0,0,0,2,10,64,18,5417,542,36043,0,2.33,37.2,1310,Metal Chest Plate
2,0,0,0,8,0,0,23,436,27,15425,0,3.14,0.07,1789,Pants
1,0,0,0,8,0,2,24,4347,136,17318,0,2.49,0.29,1761,T-Shirt
0,5,0,0,7,1664,837,34,14151,1572,24238,0,1.34,2.26,1060,Revolver
1,0,0,0,4,1511,2,30,18321,2137,25237,0,1.49,2.9,1047,Large Wood Box
4,0,0,0,3,1,2,17,852,0,52733,0,1.49,2.28,928,Wooden Door
0,0,0,0,8,40,165,26,3879,187,8890,0,1.99,2.01,1117,Semi-Automatic Rifle
0,78,3,0,2,31,2397,16,11123,495,27524,0,0.99,0.66,87,Metal Chest Plate
2,186,0,0,5,432,2034,21,11744,3571,22269,0,0.99,0.66,87,Metal Facemask
4,0,0,0,2,3,2578,18,11528,105,41962,0,4.02,4.21,808,Wooden Door
0,0,0,0,5,64,0,14,3695,415,15965,0,4.49,1.67,1061,Stone Hatchet
1,0,0,0,3,1151,54,6,28202,4625,17120,0,2.11,1.32,956,Improvised Balaclava
1,1,539,0,5,1273,6292,34,12973,3772,16686,0,1.99,3.22,598,Revolver
0,0,0,0,6,205,15,22,18030,1062,34797,0,2.49,0.89,1761,Longsleeve T-Shirt
1,0,0,0,6,54,2483,36,3972,231,43495,0,1.19,2.18,1068,Road Sign Kilt
0,0,0,0,13,32,3502,17,8801,427,31474,0,1.26,0.86,1068,Road Sign Jacket
0,15,1,0,8,92,770,27,6093,591,6708,0,1.99,2.62,850,Semi-Automatic Rifle
1,0,0,0,4,130,9,15,20039,941,44138,0,1.49,2.78,991,Sleeping Bag
0,443,29,0,4,4331,4434,30,7426,16590,20804,0,1.49,1.89,444,Large Wood Box
0,5,0,0,5,2302,5203,18,21610,13476,885,0,5.51,6.35,1228,Rock
85,5357,889,0,1,5096,2239,10,29136,3467,22978,0,1.49,2.11,67,Garage Door
0,0,0,0,3,11,108,16,3929,168,48601,0,3.33,149.99,1691,Sleeping Bag
6,0,0,2,5,98,15005,13,2647,185,38041,0,1.49,2.09,858,Sheet Metal Door
0,0,0,0,6,4523,1,13,25834,4018,13390,0,2.49,3.65,1712,Baseball Cap
1,0,0,0,7,1135,61,30,11941,2272,19854,0,1.99,3.57,921,Hammer
2,11,0,0,5,3972,1254,784,5641,1786,6272,0,1.99,6.19,1096,Assault Rifle
2,0,0,0,7,0,1,87,9470,33,45067,0,34.99,37.29,1284,Metal Facemask
1,0,0,0,7,8308,2,33,15606,8703,9204,0,11.5,7.33,1199,Revolver
0,0,0,0,4,99,51,479,7889,243,12859,0,1.99,4.05,1054,Pump Shotgun
0,0,0,0,2,3136,1485,72,12872,5647,25634,0,0.99,0.83,353,Metal Chest Plate
0,0,0,0,3,17240,9400,181,20595,11013,7808,0,1.49,2.7,304,Sleeping Bag
1,1,0,0,5,2813,1514,329,15170,3525,23450,0,0.99,0.78,353,Metal Facemask
1025,4428,800,10,5,340,19525,18,10074,6305,959,0,6.72,6.9,1222,Rock
0,0,0,0,8,393,1610,31,10333,1444,13270,0,1.99,1.83,269,Hammer
0,0,0,0,3,274,7,17,4609,507,19706,0,3.25,1.63,886,Hatchet
0,0,0,0,7,0,3,27,3395,35,38275,0,0.99,3.6,788,Coffee Can Helmet
1,0,0,0,6,5,2,36,4726,259,45421,0,1.52,12.77,788,Road Sign Kilt
1,52,11,0,13,108,99,17,10387,614,34656,0,0.99,4.55,788,Road Sign Jacket
1,1265,367,0,6,4193,4142,29,5326,2541,19411,0,1.19,0.85,998,Coffee Can Helmet
2,0,0,0,3,1798,5551,14,18670,3539,30052,0,2.25,3.55,1026,Riot Helmet
575,3951,0,0,3,8,10642,21,7319,1573,19225,0,2.49,7.3,501,Furnace
0,161,0,0,2,309,4757,22,7078,715,23210,0,2.99,4.44,403,Furnace
0,1115,731,0,3,15,582,20,11209,231,30522,0,1.98,2.17,886,Furnace
0,0,0,0,10,18,2937,29,1236,286,13878,0,1.99,3.29,669,LR-300
1,1066,344,0,7,682,8587,13,12777,12191,16282,0,1.49,1.97,67,Wood Storage Box
2,170,0,0,1,1560,15562,10,28621,2672,25459,0,1.49,1.64,739,Garage Door
0,0,0,0,3,0,41,29,2584,80,37068,0,1.77,1.74,1075,Hoodie
0,1,0,0,5,147,559,31,9372,942,7485,0,1.99,1.83,270,Waterpipe Shotgun
0,305,268,0,6,1099,730,146,20171,2339,18850,0,1.99,1.06,67,Semi-Automatic Pistol
1,20,0,0,4,207,109,14,6208,755,6553,0,1.99,1.31,613,Assault Rifle
0,100,0,0,7,285,1270,14,3279,855,8580,0,1.99,4.22,739,Double Barrel Shotgun
0,23,0,0,8,28,1361,27,2410,301,9269,0,1.99,2.59,731,Semi-Automatic Rifle
0,0,0,0,4,40,0,152,2290,94,12446,0,1.99,1.73,339,Stone Hatchet
0,0,0,0,7,0,0,50,2789,67,12282,0,1.99,2.24,339,Stone Pickaxe
0,0,0,0,31,7,1908,14,2046,493,15555,0,1.99,2.11,1047,Stone Hatchet
1,0,0,0,8,0,1,24,4284,136,23192,0,2.49,1.1,1761,T-Shirt
0,0,0,0,5,2024,30,20,4795,4796,2861,0,2.49,2.38,1676,Bolt Action Rifle
0,0,0,1745,2,498,11,2037,7507,528,26922,0,1.49,9.26,592,Furnace
1292,301,27,1652,5,1524,2042,11,2617,3308,3042,0,4.49,1.51,543,None
108,711,10,214,5,1269,5839,24,3318,2688,4421,0,3.99,6.79,543,Assault Rifle
1030,13716,733,148,4,3983,16800,30,4386,5731,6272,0,1.49,2.9,543,Large Wood Box
6,2645,42,550,5,859,12669,14,12737,3313,19728,0,1.49,1.81,170,Sheet Metal Door
45,48,7,196,10,536,5099,26,1573,1888,3201,0,2.99,2.75,172,Semi-Automatic Rifle
1,0,0,0,11,555,0,20,10747,1046,15364,0,1.99,3.74,970,Rocket Launcher
2,291,1,0,3,0,19629,13,8313,162,47188,0,1.49,2.76,248,Sheet Metal Double Door
3,267,0,0,5,1887,2039,23,6060,6822,2985,0,1.99,10.71,963,Assault Rifle
1,223,1,0,5,189,135,23,6180,627,10907,0,1.99,207.56,1145,Assault Rifle
2,0,0,0,3,930,4,30,15982,13443,21113,0,0.99,7.02,494,Metal Chest Plate
0,4,0,0,5,329,10,20,4899,1104,7325,0,1.99,13.46,1068,Bolt Action Rifle
0,0,0,0,7,4844,1,25,15333,10864,34518,0,0.99,4.28,472,Boots
0,0,0,0,5,16781,335,34,15650,9606,11621,0,1.49,2.58,494,Leather Gloves
1,0,0,0,5,1897,3,36,20200,7124,19849,0,0.99,5.41,472,Road Sign Kilt
0,0,0,0,5,587,0,27,2570,1286,10628,0,2.99,1.61,430,Combat Knife
0,1,0,1,4,12967,2,16,7892,16524,12601,0,0.99,5.73,494,Metal Facemask
0,0,0,0,5,7388,0,18,2869,2102,1730,0,1.99,4.29,437,Bolt Action Rifle
1,0,0,0,10,3238,41,16,5972,2093,11493,0,1.99,3.51,465,Rocket Launcher
0,0,0,0,8,77,0,26,5004,750,7613,0,1.99,46.3,1054,Semi-Automatic Rifle
0,0,0,0,7,3783,0,26,6181,2653,5691,0,1.99,14.52,444,Thompson
0,0,0,0,3,18,20,26,2463,381,13159,0,1.56,6.59,878,Chair
4,8290,102,0,4,409,6865,9,10635,1867,24310,0,0.99,1.14,956,Metal Facemask
1,0,0,6468,4,1,2,16,15017,12,27006,0,22.99,42.07,1310,Metal Facemask
1,1,0,0,7,110,107,30,8265,1760,19776,0,1.99,4.02,1019,Hammer
0,138,0,0,5,554,1733,21,2567,911,7941,0,4.98,1.65,1166,Pickaxe
0,446,45,0,8,11,1355,27,1858,129,7978,0,3.99,9.65,662,Semi-Automatic Rifle
0,126,12,0,5,554,568,18,19704,3991,18218,0,2.01,19.63,1291,Rock
1,283,37,0,7,693,318,26,7201,1784,8549,0,4.99,6.18,642,Assault Rifle
2,996,197,0,16,44,5207,44,985,183,8342,0,6.35,19.8,795,Crossbow
0,747,0,0,3,232,8092,17,3335,391,9652,0,13.8,1.79,1259,Hatchet
4,0,0,0,8,645,606,23,9863,2445,28220,0,1.99,2.04,1005,Semi-Automatic Pistol
1,645,222,0,6,449,3200,22,5241,1597,7097,0,2.08,2.13,872,Assault Rifle
0,207,3,0,4,115,6811,15,9362,1359,35052,0,1.49,7.59,732,Sleeping Bag
0,0,0,0,10,0,260,38,573,2,4223,0,1.99,2.2,284,Hunting Bow
2,728,12,2,7,510,4002,24,2304,534,24524,0,15.39,7.79,1290,Semi-Automatic Pistol
1,0,0,0,5,2404,0,11,12942,4173,23238,0,3.99,1.52,87,Rock
1,416,19,0,11,14,903,37,4313,418,12787,0,1.99,2.17,325,Custom SMG
1,0,0,0,11,430,425,16,3836,546,16313,0,2.49,1.97,284,Rocket Launcher
1,0,0,0,6,227,821,33,8877,812,28985,0,1.99,2.03,94,Revolver
3,6,0,0,4,3717,1837,30,26686,6639,18672,0,7.85,1.18,1200,Bucket Helmet
1,0,0,0,9,192,1968,24,5968,581,14286,0,3.58,8.45,1074,Double Barrel Shotgun
58,116,0,0,2,1385,7007,16,15370,8436,16492,0,11.97,33.59,1282,Sandbag Barricade
0,1,0,0,5,391,1390,18,7382,2854,2342,0,1.99,1.79,543,Bolt Action Rifle
0,0,0,0,5,1169,51,18,13059,2163,25723,0,1.99,2.09,746,Rock
0,0,0,0,5,274,0,14,3678,557,14879,0,1.99,2.26,738,Stone Hatchet
0,0,1,0,7,4,1,15,4504,66,12975,0,1.99,2.82,739,Stone Pickaxe
0,0,0,0,5,797,57,20,6521,3644,3305,0,1.75,1.6,1180,Bolt Action Rifle
0,1178,742,0,2,77,5052,22,12672,2200,21047,0,1.49,1.42,74,Furnace
1,0,0,0,2,7,2,23,1051,110,47604,0,1.97,3.46,1138,Armored Door
0,0,0,0,2,0,0,17,3659,68,34386,0,1.88,0.08,1753,Bandana Mask
0,0,0,0,1,0,0,16,736,0,22368,0,1.25,0.07,1789,Beenie Hat
0,0,0,0,6,3,1,13,17312,433,30787,0,1.55,0.07,1782,Baseball Cap
0,1,0,0,5,336,42,23,19567,1044,29356,0,2.49,1.14,1761,Longsleeve T-Shirt
1,7,0,0,5,31,380,24,5137,362,11836,0,1.99,2.76,717,Assault Rifle
0,0,0,0,4,0,1,28,5258,44,38929,0,1.31,0.07,1789,Hoodie
6,0,0,0,11,0,3,16,3624,139,34292,0,0.82,0.07,1796,Jacket
2,0,0,0,3,0,7820,13,3664,26,64168,0,1.49,2.0,213,Sheet Metal Double Door
0,0,0,0,5,0,1,18,9829,461,32582,0,2.91,1.57,1291,Shirt
0,1,1,0,6,2509,5,10,4439,2484,28946,0,1.05,1.88,1116,Bucket Helmet
0,0,0,0,6,0,1,13,2603,5,37418,0,4.06,0.07,1782,Baseball Cap
4,1,2,2,4,355,1217,14,43875,1657,10524,0,1.53,2.28,1082,Sheet Metal Door
0,0,0,0,6,14,2,22,29289,1083,25228,0,0.47,0.07,1796,Longsleeve T-Shirt
0,0,0,0,4,53,903,25,7001,1003,34495,0,2.43,19.28,1297,Hide Poncho
5,392,28,2,6,10,2426,13,5078,482,39448,0,1.32,1.86,837,Sheet Metal Door
0,1084,35,0,4,67,962,13,34438,442,24269,0,10.62,3.38,1193,Locker
0,1,0,1,7,1390,357,27,10522,2161,4448,0,1.99,1.16,675,Salvaged Sword
4,8,0,2,3,150,190,17,2517,242,39248,0,1.49,1.67,331,Sheet Metal Door
4,2,0,2,3,289,10075,16,11518,3530,16735,0,1.49,1.73,115,Sheet Metal Door
0,0,0,0,5,5,609,27,3110,224,13613,0,1.99,1.5,423,M249
1,0,0,0,4,2012,385,29,25243,2419,18892,0,3.49,0.18,1558,Large Wood Box
449,3124,0,238,1,675,10045,10,7310,2080,33475,0,1.49,2.23,458,Garage Door
0,8,0,0,1,59,6459,16,15681,1987,26553,0,4.93,1.46,1296,Beenie Hat
0,0,0,0,8,44,41,27,4452,251,7751,0,1.99,2.54,1033,Semi-Automatic Rifle
1,0,2,0,14,95,13,45,5868,549,12115,0,1.99,1.87,942,Crossbow
1,0,0,0,8,368,43,19,16382,3050,9417,0,3.42,5.95,956,Eoka Pistol
1,0,0,0,8,0,2,24,6222,136,40790,0,2.49,1.29,1761,T-Shirt
1,0,0,0,10,1,1345,39,2122,47,17264,0,3.01,5.03,1152,Custom SMG
3,1002,1,0,7,0,10825,24,2288,55,30934,0,4.91,24.0,1691,Semi-Automatic Pistol
7,1928,149,2,4,199,14875,15,3395,207,34466,0,1.49,5.03,956,Sheet Metal Door
0,0,0,0,7,726,2575,34,9729,1299,24818,0,4.89,2.92,1277,Revolver
1,0,0,0,8,2638,378,305,7826,1827,11291,0,1.99,2.19,304,Double Barrel Shotgun
6,1428,0,7,3,114,6743,16,23708,6698,16696,0,1.49,1.53,60,Sheet Metal Door
2,0,1,0,4,350,30,14,10123,743,26670,0,3.9,4.65,1165,Riot Helmet
0,0,0,0,3,343,1676,17,4958,922,16424,0,1.99,1.34,851,Hatchet
4,17,0,0,14,97,1708,45,7679,605,9274,0,1.99,1.68,837,Crossbow
2,1281,25,0,7,935,7708,33,16168,5057,20249,0,4.99,1.91,1318,Road Sign Kilt
1,2123,3326,0,6,2709,6533,29,11455,13397,15674,0,1.49,3.32,1033,Large Wood Box
0,0,0,0,3,288,148,17,4695,572,18768,0,1.99,1.65,723,Hatchet
5,0,0,2,3,28,213,15,2917,64,52260,0,3.49,2.0,1229,Sheet Metal Door
0,1514,319,0,9,2,2071,26,2450,44,25072,0,4.99,8.67,1711,Boots
0,0,0,0,4,18,200,21,2835,154,9813,0,1.99,1.37,723,Pickaxe
1,4974,1752,0,11,649,5839,15,15626,3888,16489,0,4.99,0.92,1313,Road Sign Jacket
0,515,13,0,7,52,709,27,3442,501,7815,0,2.32,3.96,1198,Semi-Automatic Rifle
4,295,0,0,14,290,112,45,7026,1209,7758,0,14.14,2.13,1291,Crossbow
1,2,0,0,3,544,921,28,7268,904,38905,0,4.16,1.29,1264,Metal Chest Plate
0,220,0,0,4,125,115,16,8550,685,12207,0,1.64,2.06,976,Pump Shotgun
1,0,2,0,14,1094,3,45,10547,2601,4999,0,1.99,1.84,669,Crossbow
1,294,8,0,7,4053,685,30,9829,7216,13258,0,1.99,1.7,479,Hammer
18,21,0,6,6,633,1649,25,5989,2679,7289,0,1.99,1.23,115,Assault Rifle
1,0,0,0,3,3702,100,21,24502,6425,8220,0,1.49,2.1,479,Furnace
182,771,177,0,9,244,510,25,1997,470,18925,0,4.86,19.12,1228,Double Barrel Shotgun
1,0,0,0,9,1989,68,24,14073,3458,19412,0,0.99,2.67,746,Coffee Can Helmet
1,0,0,0,5,113,463,37,13815,993,35170,0,0.99,4.66,746,Road Sign Kilt
0,0,0,0,7,415,367,11,16181,2038,27689,0,0.99,2.38,746,Road Sign Jacket
1,0,0,0,6,6,9780,36,3971,123,34021,0,0.99,2.39,970,Road Sign Kilt
0,401,0,0,12,3,8152,17,6111,564,29612,0,1.55,1.22,969,Road Sign Jacket
12,0,0,0,4,414,50,21,12899,1946,34521,0,0.99,0.83,690,Metal Facemask
1,3506,238,0,5,1950,6926,27,7542,2565,22058,0,0.99,0.67,311,Coffee Can Helmet
1,291,0,0,7,1116,14766,34,9562,1475,19979,0,0.99,1.07,311,Road Sign Kilt
0,4798,811,0,12,261,5862,19,11023,2025,19772,0,0.99,0.74,311,Road Sign Jacket
0,0,0,1,6,447,228,20,8262,1561,6799,0,1.99,1.25,276,Salvaged Sword
133,6005,1644,0,2,724,11048,22,5209,2608,9776,0,1.99,3.14,234,Furnace
1,0,0,0,8,0,853,6,2962,39,67650,0,1.49,3.52,248,Armored Double Door
5,1093,42,0,5,380,4286,23,6186,2912,4488,0,2.99,1.69,522,Assault Rifle
4,1862,444,0,3,44,3772,18,3367,341,43802,0,1.49,4.37,591,Wooden Door
4,0,0,0,4,1,2374,20,7010,871,32859,0,1.49,7.58,632,Armored Door
0,1,0,0,8,17,487,177,2750,52,9646,0,1.99,5.87,970,Semi-Automatic Rifle
0,1280,736,0,2,0,1562,21,690,46,17200,0,1.49,7.01,717,Furnace
5,0,0,0,3,1,2083,21,435,0,28619,0,1.49,8.08,746,Armored Door
1,0,0,0,7,1214,1954,14,3998,1424,6713,0,3.2,4.76,879,Double Barrel Shotgun
1,24,0,0,4,763,341,27,8929,1786,19167,0,1.99,4.43,717,Python Revolver
0,0,0,0,7,210,0,28,3970,1005,7920,0,1.99,3.47,1012,Semi-Automatic Rifle
7,0,0,2,5,69,153,14,11877,433,44593,0,1.8,5.73,1012,Sheet Metal Door
4,0,3,2,6,252,38,12,41616,11130,4297,0,1.49,1.47,38,Sheet Metal Door
1,34,0,0,0,361,45394,0,1373,228,7943,0,20.38,7.25,1312,None
307,57,0,0,0,16,13807,0,27986,3993,22054,0,1.1,1.55,318,None
