red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
0,0,0,0,3,591,85,26,6701,553,13964,0,3.06,11.6,1152,Chair
1,0,0,0,6,4255,7,28,15514,5716,21726,0,1.49,3.31,914,Large Wood Box
0,0,0,0,5,179,3,11,9252,1817,35972,0,10.24,11.33,1186,Locker
0,0,0,0,3,1645,1,15,15603,4175,37228,0,1.49,6.88,858,Sleeping Bag
5,2,0,0,11,78,2,16,5399,498,31784,0,0.99,0.07,1431,Jacket
7,0,0,2,4,4,426,15,6399,178,32710,0,1.49,1.67,227,Sheet Metal Door
1,0,0,0,8,0,2,24,6396,149,38384,0,2.49,1.14,1761,T-Shirt
1,0,0,0,3,0,1029,6,4245,100,26814,0,2.49,0.52,1761,Improvised Balaclava
1,0,0,0,7,264,33,30,14662,2512,15789,0,1.99,4.8,1004,Hammer
607,5122,1208,0,2,1539,2614,18,7081,6206,24776,0,2.49,2.96,186,Vending Machine
5,345,0,2,4,304,3113,15,10455,379,32117,0,1.49,1.64,185,Sheet Metal Door
0,0,0,0,5,895,710,18,25785,4604,11467,0,1.99,2.25,914,Rock
0,0,0,0,4,119,0,20,9757,268,4818,0,1.99,5.95,444,Thompson
1,1175,313,0,6,1471,523,860,7167,2948,5149,0,3.96,7.32,802,Assault Rifle
1,0,0,0,7,729,0,30,10122,1555,14464,0,1.99,3.0,410,Hammer
0,52,0,0,8,228,7395,26,11365,996,32052,0,2.49,6.11,1311,Hide Boots
0,0,0,0,4,215,38,16,2264,805,15041,0,7.49,2.5,1284,Pump Shotgun
1,0,0,0,11,0,143,39,1850,30,3577,0,1.99,1.76,403,Hunting Bow
0,1649,4,0,4,158,496,16,4583,1391,12255,0,7.49,1.77,1282,Pump Shotgun
140,3,0,1,3,1540,4511,30,10505,3891,31419,0,2.49,1.04,536,Metal Chest Plate
5,135,0,35,4,1493,7281,18,8395,2534,33320,0,2.49,1.11,536,Metal Facemask
124,414,0,0,4,4549,2471,1200,12943,3167,12038,0,1.99,1.24,837,Python Revolver
6,17,0,0,6,742,5812,813,5818,1796,25923,0,1.99,3.09,745,Revolver
0,0,0,1,1,1,0,15,2,1,440,0,11.5,6.33,1216,Improvised Balaclava
1,3586,226,0,5,4163,3720,14,16372,13398,5783,0,8.49,3.8,60,None
1,19,0,0,8,85,3651,33,4212,2818,23296,0,4.49,3.65,136,None
0,1,0,0,5,1465,733,19,8916,1538,7859,0,1.99,1.56,32,Stone Hatchet
0,0,0,0,7,225,807,15,9735,718,5994,0,1.99,1.85,32,Stone Pickaxe
1,0,0,0,6,154,2805,22,4293,1107,8511,0,1.99,7.02,984,Assault Rifle
0,3066,165,0,2,186,766,26,2178,785,10021,0,1.49,1.8,80,Chair
7,3245,9,2,5,253,7357,13,6325,508,34844,0,1.49,12.17,697,Sheet Metal Door
0,742,0,0,2,377,3256,22,3122,257,25189,0,1.49,2.19,297,Furnace
0,2933,728,0,8,85,3212,246,4110,403,11050,0,1.99,2.96,249,Hammer
0,3688,2168,0,5,936,2516,919,7994,1628,12283,0,2.49,8.54,332,Large Wood Box
1,2129,0,32,6,269,3905,29,5607,1380,21589,0,0.99,1.14,591,Coffee Can Helmet
1,17,0,0,6,273,2514,35,3592,590,23036,0,0.99,3.29,591,Road Sign Kilt
0,71,0,0,12,404,1789,18,6333,1229,19882,0,0.99,1.03,591,Road Sign Jacket
0,4,0,0,8,852,3,23,18003,979,12339,0,13.54,1.14,1228,Semi-Automatic Pistol
1,19,0,0,6,72,212,23,6072,881,10023,0,1.99,1.98,598,Assault Rifle
0,0,0,0,4,0,1355,7,462,4,18536,0,2.49,1.17,1712,Improvised Balaclava
2,5,0,0,8,54,1915,30,3318,585,7120,0,1.99,11.8,935,Semi-Automatic Rifle
0,0,0,0,5,0,4073,18,106,0,12119,0,2.49,0.64,1761,Longsleeve T-Shirt
4,987,17,2,8,888,4252,24,14994,5426,19155,0,2.99,1.78,564,Semi-Automatic Pistol
6,251,0,0,7,2452,2932,71,18760,1621,19799,0,1.99,1.5,1040,Semi-Automatic Pistol
1,257,0,0,5,4131,768,26,15549,6549,10746,0,1.99,5.1,669,Python Revolver
1,61,18,0,7,369,111,14,4010,780,9379,0,10.69,9.2,1221,Double Barrel Shotgun
2,0,0,0,2,1,138,23,15487,1599,33362,0,7.49,2.77,1282,Armored Door
1,0,0,0,6,5092,2,24,4539,2211,4779,0,2.99,4.09,346,Assault Rifle
0,0,0,0,5,4285,0,16,3829,1586,2672,0,1.99,3.29,80,Bolt Action Rifle
0,0,0,0,4,934,0,24,18797,2498,11808,0,2.49,14.85,382,Hoodie
0,0,0,0,8,2336,0,33,3223,2620,7705,0,1.99,2.78,157,LR-300
0,0,0,0,9,1239,0,31,4491,5058,6000,0,1.99,7.02,263,MP5A4
1,0,0,1,7,483,1,21,10064,6971,10019,0,2.49,14.71,382,Pants
1,0,0,0,6,4719,0,26,4737,5160,16754,0,1.99,1.66,319,Python Revolver
0,0,0,0,8,709,0,25,2224,2634,4576,0,2.49,3.96,340,Semi-Automatic Rifle
0,0,0,1,4,8,2,14,367,33,4047,0,1.49,7.76,1240,Acoustic Guitar
0,1,0,0,9,93,8,29,4883,455,20559,0,4.73,12.71,1123,MP5A4
0,0,0,0,7,22,120,32,3600,120,37233,0,0.99,1.99,1096,Coffee Can Helmet
0,0,0,0,2,818,1,29,20806,1984,24583,0,0.99,7.53,1096,Hoodie
1,0,0,0,6,37,1369,36,6507,279,42819,0,0.99,2.74,1110,Road Sign Kilt
1,0,0,0,9,102,4,22,21264,752,18251,0,0.99,1.38,1096,Pants
0,0,0,0,8,191,307,17,12254,1351,32562,0,0.99,0.87,1110,Road Sign Jacket
0,0,0,0,8,1,21,19,6265,334,16536,0,1.99,8.75,1122,Eoka Pistol
0,0,0,0,3,100,116,15,5400,217,14446,0,1.99,1.15,25,Hatchet
0,0,0,0,5,18,68,24,3377,179,6530,0,1.99,2.56,25,Pickaxe
0,0,0,0,3,201,2,29,5325,948,27162,0,0.99,3.19,809,Hoodie
1,0,0,0,10,7,1,24,1573,63,27421,0,0.99,1.57,809,Pants
0,0,0,0,9,379,3,108,2201,1396,1628,0,1.99,1.51,367,Hunting Bow
0,0,0,0,2,555,899,27,13580,3231,31378,0,0.99,0.62,305,Metal Chest Plate
3,0,2,0,14,171,2,45,9106,958,8824,0,2.6,3.34,1032,Crossbow
1,0,0,0,4,2320,223,56,13756,3937,28827,0,0.99,0.66,304,Metal Facemask
0,0,0,0,6,1256,3,369,5550,2877,4014,0,1.99,2.47,557,Semi-Automatic Rifle
0,0,0,0,3,388,0,17,4774,612,19906,0,1.29,1.68,1019,Hatchet
0,685,0,0,4,224,1101,15,24167,6120,31028,0,1.52,3.43,872,Sleeping Bag
0,1288,0,0,5,254,546,21,4763,609,10193,0,1.99,1.67,402,Combat Knife
13,198,0,0,6,1969,970,34,9428,2374,26474,0,1.99,2.2,550,Revolver
3,200,8,2,5,1667,7972,13,24595,9326,13819,0,1.49,1.66,529,Sheet Metal Door
0,0,0,0,5,944,780,29,15251,3844,22330,0,2.99,8.46,620,Large Wood Box
0,0,0,1,3,647,106,25,10015,2067,6003,0,2.99,2.74,690,Salvaged Sword
1,0,0,0,14,6,0,11,2613,201,10929,0,2.99,2.64,32,Rock
0,2180,692,0,2,37,10629,22,5573,888,15944,0,1.49,2.25,486,Furnace
0,0,0,0,3,1383,2,12,19409,9279,4620,0,4.17,13.35,1200,Table
0,0,0,0,3,0,1,29,2799,171,38120,0,9.99,1.1,1302,Hoodie
2,0,0,0,3,43,17565,28,8442,161,24878,0,1.49,1.1,1187,Metal Chest Plate
6,217,1,2,3,22,5452,16,7526,286,32464,0,1.49,1.5,451,Sheet Metal Door
2,1440,0,0,3,19,18236,13,7523,4560,40149,0,1.49,4.14,199,Sheet Metal Double Door
1,67,108,0,7,2289,2288,16,20556,8952,16406,0,1.49,3.52,451,Wood Storage Box
2,0,0,0,7,2237,393,24,23347,5854,11230,0,1.96,1.48,1061,Semi-Automatic Pistol
4,0,0,0,7,207,2,24,10589,1153,32507,0,1.78,1.22,1201,Semi-Automatic Pistol
4,809,434,64,3,327,3769,21,3209,867,14877,0,1.49,2.04,108,Sheet Metal Door
3,1,0,0,4,61,160,16,46983,2575,7200,0,9.99,2.57,1290,Wooden Door
1,0,0,0,7,0,7,24,1327,22,30451,0,2.49,0.6,1711,Pants
0,0,0,1,10,926,533,36,11009,3210,10224,0,7.49,3.1,1282,Reactive Target
1,0,0,0,7,0,0,27,146,6,9329,0,4.99,2.67,1269,Pants
0,0,0,7,10,52,124,38,776,192,3764,0,1.99,3.28,60,Hunting Bow
1,0,0,505,16,0,796,42,2001,78,8867,0,1.99,2.66,52,Crossbow
0,0,0,0,0,103,11430,0,21745,2795,2649,0,5.48,0.09,1690,None
1,0,0,0,5,513,20,29,25296,3170,21818,0,1.49,4.01,577,Large Wood Box
1,4567,10060,0,7,2375,4477,14,6560,5363,3319,0,0.99,0.65,311,Riot Helmet
0,235,8,0,4,317,12794,24,5894,444,18515,0,0.99,0.58,311,Hoodie
1,2132,1,21,9,125,15014,22,6923,626,13196,0,0.99,0.7,311,Pants
0,552,1,0,6,0,51660,22,520,160,2187,0,1.31,0.07,1796,Longsleeve T-Shirt
1,5,0,0,6,1935,210,29,14448,6171,25257,0,4.99,7.04,774,Large Wood Box
0,0,0,0,3,458,47,17,4151,736,20477,0,1.99,2.03,1082,Hatchet
1,0,0,0,7,1809,25,28,9298,2574,29791,0,2.99,2.49,641,Coffee Can Helmet
0,0,0,0,9,0,1010,30,743,18,9506,0,1.99,6.45,410,M39 Rifle
1,1,0,0,6,47,86,35,10081,767,38517,0,2.99,7.04,642,Road Sign Kilt
0,0,0,0,5,123,191,21,2485,483,10451,0,1.99,1.56,1040,Pickaxe
1,0,0,0,9,572,68,17,14513,2827,27087,0,2.99,3.04,641,Road Sign Jacket
4,0,0,20,3,51,489,17,15005,321,40575,0,1.49,3.82,997,Wooden Door
1,474,0,0,7,0,5852,33,426,25,18265,0,2.49,2.43,1676,Revolver
0,0,0,0,3,0,1572,9,153,0,3697,0,1.79,4.27,1194,Burlap Headwrap
1,0,0,0,5,1085,263,27,3848,1819,26154,0,1.99,12.1,823,Python Revolver
1,632,0,0,6,1089,3548,34,6294,4716,17165,0,11.84,6.42,1229,Revolver
0,0,0,0,3,29,1,29,2033,79,34067,0,0.99,1.09,753,Hoodie
2,0,0,0,8,5,0,24,598,20,28672,0,0.99,1.69,753,Pants
2,0,0,0,4,415,5,21,41295,2719,13216,0,4.76,5.51,1116,Concrete Barricade
1,0,1,0,6,1314,2,27,8380,1955,33561,0,0.99,1.52,1082,Metal Facemask
0,0,0,0,6,422,1055,13,21756,3240,20406,0,1.24,1.75,990,Baseball Cap
3,24,8,0,15,5,1394,45,2265,106,12829,0,1.99,2.17,1040,Crossbow
0,0,0,0,6,0,1,7,303,0,3905,0,1.49,6.96,1194,Boonie Hat
1,0,0,0,5,345,303,29,18149,1493,29497,0,1.49,1.94,1103,Large Wood Box
4,552,0,0,7,15,1331,24,7457,1739,29254,0,9.99,2.18,1298,Semi-Automatic Pistol
1,0,0,0,9,2269,395,23,6449,6313,5223,0,2.06,9.79,1137,Bone Knife
1,0,0,0,11,9061,1,46,7254,14281,6343,0,13.11,21.29,1201,Rug Bear Skin
1,0,0,0,5,615,4873,30,18723,4331,22146,0,1.49,3.4,837,Large Wood Box
1,0,0,0,6,263,39,22,7098,1488,8967,0,1.99,2.69,970,Assault Rifle
1,0,0,0,2,3130,203,12,14299,16175,1656,0,2.26,16.01,1137,Table
13,232,51,0,6,352,580,34,9542,1315,27450,0,3.63,2.9,774,Revolver
1,0,0,0,8,805,1,17,17066,1783,25160,0,1.03,1.01,1075,Road Sign Jacket
1,0,0,0,7,182,4,35,20831,1197,26437,0,1.16,3.11,1075,Road Sign Kilt
23,0,0,0,7,1103,1659,32,6699,1461,5515,0,1.99,2.28,669,Custom SMG
0,0,0,0,7,6445,72,34,7821,4869,21406,0,2.05,4.61,1130,Revolver
0,0,0,0,10,2,4,27,1174,26,11442,0,2.18,4.14,800,Semi-Automatic Rifle
1,175,139,0,5,1616,720,29,15980,5387,28146,0,1.49,2.68,605,Large Wood Box
2,5683,762,2,7,1706,4584,55,7161,3970,16861,0,0.99,1.09,690,Coffee Can Helmet
1,3033,0,0,6,31,2740,38,8465,200,29920,0,0.99,2.02,690,Road Sign Kilt
1,1419,531,0,5,2069,342,26,13488,2023,17216,0,1.99,1.26,521,Python Revolver
10,646,316,0,7,1617,1189,120,3103,1135,6387,0,1.99,2.76,149,Custom SMG
1,0,0,0,4,584,952,15,34416,6684,22572,0,1.49,5.49,669,Sleeping Bag
1,1339,9,0,12,513,4334,30,10337,1564,24623,0,0.99,1.1,690,Road Sign Jacket
1,0,0,0,3,9624,0,27,12139,5502,10405,0,2.49,2.95,774,Python Revolver
0,66,3,0,4,33,255,21,3406,70,15903,0,1.99,1.53,367,Pump Shotgun
1,4,223,0,6,1963,889,24,18225,4374,12848,0,1.99,1.32,633,Python Revolver
2,56,0,0,5,51,3079,11,10282,715,44417,0,1.68,9.75,1165,Locker
0,1396,0,0,2,55,10801,22,9911,1643,20574,0,1.49,1.45,494,Furnace
1,0,0,0,4,648,537,27,8306,758,20566,0,1.99,1.48,921,Python Revolver
3,2,0,0,6,243,3239,23,6379,1774,6252,0,2.99,21.0,606,Assault Rifle
0,0,0,0,12,1,531,38,995,49,2930,0,2.99,3.08,403,Hunting Bow
0,0,0,0,6,99,3081,27,5953,3546,15496,0,0.99,0.97,375,Coffee Can Helmet
1,1,0,0,2,0,337,26,1529,76,17500,0,2.99,2.58,74,Hoodie
1,0,0,0,5,6,5192,36,2984,227,22031,0,0.99,2.05,375,Road Sign Kilt
0,0,0,0,5,31,809,27,4173,298,13552,0,3.99,1.23,430,Combat Knife
0,8,0,0,10,289,22,29,7734,2377,10660,0,4.99,6.42,458,LR-300
0,0,0,0,9,853,62,30,5295,2591,15514,0,2.99,8.79,444,MP5A4
2,0,0,0,9,19,2638,24,1239,271,12041,0,2.99,2.58,74,Pants
1,0,0,0,7,564,2230,34,6248,1461,15695,0,5.27,12.75,851,Revolver
1,0,0,0,11,30,2184,37,3754,1141,11006,0,2.49,4.98,192,Custom SMG
1,0,0,0,12,31,3856,19,3972,549,21481,0,0.99,1.59,375,Road Sign Jacket
1,0,0,0,4,1363,1,29,18628,6000,26146,0,1.49,2.39,676,Large Wood Box
0,0,0,0,8,335,1651,26,4522,742,6327,0,1.99,3.69,991,Semi-Automatic Rifle
0,0,0,0,3,282,4674,20,4021,667,14196,0,1.99,1.53,697,Hatchet
0,0,0,0,5,179,868,21,2351,315,9703,0,1.99,1.34,696,Pickaxe
4,809,12,0,14,84,3076,45,3968,342,10492,0,2.61,2.35,872,Crossbow
0,0,0,0,10,27,10,47,1790,556,3148,0,1.99,2.19,115,Hunting Bow
0,0,0,0,10,508,49,29,8744,4315,9981,0,2.99,2.32,480,LR-300
1,0,0,0,3,3079,2,4754,11717,9945,8511,0,2.99,2.57,697,Python Revolver
2,0,0,0,7,1637,107,1040,19979,5788,14384,0,1.99,3.0,704,Revolver
1,0,0,0,6,2480,1462,34,9150,3929,19904,0,1.99,2.61,1075,Revolver
0,93,0,0,6,679,905,13,2288,833,7523,0,1.99,2.88,206,Double Barrel Shotgun
11,127,63,0,5,806,4012,361,5770,1986,6110,0,1.99,4.76,935,Assault Rifle
4,0,0,0,3,2,2848,18,10512,2341,39733,0,1.49,1.49,192,Wooden Door
0,0,0,0,6,11,154,16,417,42,27094,0,0.99,6.21,739,Burlap Trousers
0,1,0,0,7,65,283,15,4326,437,21775,0,1.99,5.0,639,Waterpipe Shotgun
4,1,4,0,3,2,4786,11,19721,1056,43961,0,1.49,3.44,241,Wood Double Door
1,0,0,0,4,79,4351,12,20425,993,22106,0,0.99,2.39,739,Burlap Shirt
5,180,4,2,3,85,4416,16,2106,576,30853,0,1.49,1.6,319,Sheet Metal Door
1,0,0,0,4,36,0,13,14503,433,25350,0,2.49,0.72,1579,Burlap Shirt
0,1,3,0,4,21,3297,16,15864,608,31091,0,1.49,2.99,690,Wooden Door
1,506,0,0,2,334,7535,10,31238,7049,17315,0,3.99,9.4,80,Garage Door
4,1,0,2,3,2,8778,16,6766,3,29499,0,3.99,4.34,95,Sheet Metal Door
0,0,0,0,4,504,0,11,3521,1051,7967,0,2.49,1.35,53,Salvaged Sword
2,0,0,0,3,0,9,28,264,0,16237,0,9.99,105.96,1299,Metal Chest Plate
2,437,0,0,4,3063,706,13,5495,2154,2697,0,3.99,7.99,444,Assault Rifle
1,2,0,5,6,208,241,33,22677,1755,27358,0,3.99,10.06,430,Metal Chest Plate
3,1632,193,389,4,5251,3985,17,15304,8339,11500,0,3.99,10.31,430,Metal Facemask
2,271,1,0,3,4531,64,33,29699,8122,12918,0,1.49,2.81,192,Leather Gloves
1,167,1,0,4,40,6837,24,17695,3659,9972,0,0.99,0.66,319,Hoodie
206,1,0,0,7,512,1066,32,23984,776,21553,0,0.99,1.14,297,Road Sign Kilt
2,659,0,0,7,25,1953,33,6270,1071,8047,0,1.99,3.77,298,M249
1,56,0,0,8,131,4650,24,19270,1777,11765,0,0.99,0.67,319,Pants
1,15,0,0,7,771,2560,28,18315,6057,19350,0,0.99,0.92,1019,Coffee Can Helmet
1,1,0,0,8,114,3675,34,33516,826,15005,0,0.99,2.23,1019,Road Sign Kilt
1,4,0,0,13,351,1479,17,29105,7665,9925,0,0.99,1.19,1019,Road Sign Jacket
0,1212,45,0,2,439,930,18,9548,1790,31595,0,0.99,0.68,13,Metal Chest Plate
3,0,0,0,7,406,4,24,7826,235,33435,0,2.12,1.75,794,Semi-Automatic Pistol
4,0,0,0,3,725,1490,24,4749,859,30028,0,0.99,0.69,13,Metal Facemask
4,1,1,2,4,1,2,15,2746,15,50867,0,1.49,2.53,1047,Sheet Metal Door
1,0,0,0,4,396,37,14,6554,2757,4666,0,1.99,1.61,583,Assault Rifle
0,0,0,0,5,79,2,20,2781,1221,8892,0,1.49,13.08,1249,Bolt Action Rifle
0,0,0,0,10,1,0,30,9341,131,13162,0,1.99,16.81,837,LR-300
0,0,0,0,9,38,0,28,15119,137,6102,0,9.99,57.69,1290,MP5A4
1,0,0,0,4,61,4,16,4198,119,14492,0,2.81,18.84,1124,Pump Shotgun
11,0,0,0,7,364,14,24,22643,1037,19493,0,9.99,10.72,1299,Semi-Automatic Pistol
0,0,0,0,7,2,13,32,6255,45,8998,0,1.99,29.67,928,Custom SMG
0,0,0,0,3,0,100,17,5541,295,19131,0,2.69,2.03,1040,Hatchet
3,1,0,0,3,679,7,13,6094,1167,44135,0,1.49,1.83,142,Fridge
5,0,0,0,3,10,1358,17,21330,44,32909,0,1.06,5.5,1221,Wooden Door
0,0,0,0,0,2,66,0,24358,42797,4322,0,12.46,0.09,1689,None
1,0,0,0,6,551,2,24,4401,1256,7384,0,3.99,6.47,214,Assault Rifle
0,0,0,0,8,127,0,32,1870,352,8369,0,1.99,4.66,298,LR-300
0,0,0,0,8,546,0,28,3326,846,6426,0,3.99,5.99,249,Semi-Automatic Rifle
0,0,0,0,7,901,52,31,4373,973,6111,0,2.99,7.59,375,Custom SMG
4,0,0,0,7,1202,7,24,4957,2826,34294,0,2.49,2.73,1207,Semi-Automatic Pistol
0,1244,1144,0,3,54,720,20,3140,453,30480,0,2.92,3.11,893,Furnace
4,0,0,2,3,41,3,15,8615,758,47753,0,1.49,3.71,605,Sheet Metal Door
7,0,0,2,6,100,1326,13,28007,7396,18902,0,1.49,1.58,550,Sheet Metal Door
31,157,89,5,87,365,384,429,5189,605,15255,0,2.99,5.33,444,LR-300
1,0,0,0,4,496,66,27,13929,2642,33986,0,0.99,1.59,746,Metal Chest Plate
1,1,0,0,3,988,2042,21,10538,1820,36465,0,0.99,2.23,746,Metal Facemask
0,254,0,0,7,114,459,14,3922,654,8717,0,2.99,4.12,668,Double Barrel Shotgun
0,0,0,0,3,8,0,29,8396,62,27409,0,0.99,8.95,970,Hoodie
1,0,0,0,9,0,11,25,2304,4,17242,0,0.99,8.56,970,Pants
2,0,0,0,3,19,16,28,6189,268,41661,0,1.23,30.71,1229,Metal Chest Plate
5,0,0,0,16,199,78,45,5291,456,12479,0,1.99,1.77,920,Crossbow
0,0,0,0,7,664,201,20,4695,594,21238,0,1.99,12.13,1578,Eoka Pistol
0,0,0,0,9,174,1,26,3437,676,9037,0,1.99,2.16,620,Semi-Automatic Rifle
7,0,0,2,4,1,1,15,794,3,28401,0,1.38,3.49,1222,Sheet Metal Door
4,49,0,0,4,77,1360,16,3147,326,15606,0,1.99,2.79,942,Pump Shotgun
123,1,0,0,9,810,1073,31,8524,4028,7989,0,2.99,2.23,270,LR-300
0,0,0,0,3,347,9,17,4078,647,18192,0,1.98,4.58,976,Hatchet
0,0,0,0,3,93,2,29,6720,292,35454,0,1.07,0.83,865,Hoodie
1,0,0,1,9,8,2,23,7832,126,29067,0,1.08,0.97,865,Pants
0,0,0,0,5,44,9,21,1919,156,10490,0,2.31,4.59,977,Pickaxe
0,12,10,0,7,397,232,14,3206,629,9060,0,1.94,3.05,780,Double Barrel Shotgun
5,0,0,0,11,0,4342,16,162,0,15697,0,2.49,2.37,1712,Jacket
0,30,0,0,4,801,2542,16,7797,1251,9153,0,1.99,1.65,507,Pump Shotgun
7,41,0,2,4,360,15902,15,7036,955,31984,0,3.99,9.5,717,Sheet Metal Door
3,3307,994,0,9,288,8189,31,7061,3369,7620,0,1.99,2.5,228,Hammer
0,5823,135,0,4,238,26128,12,3219,2632,3678,0,2.99,4.04,598,Rock
3,0,0,0,3,1618,3,28,19605,5849,17992,0,24.34,1000.01,1292,Metal Facemask
0,0,0,1,9,2,4200,26,3509,233,11168,0,2.49,1.22,1761,Boots
3,1,1,0,4,233,51,30,4113,3486,38670,0,2.19,1.22,935,Bucket Helmet
1,577,32,0,4,244,4534,27,7453,1406,21102,0,1.99,2.49,816,Python Revolver
1,0,0,0,7,0,1,25,581,0,8225,0,5.99,2.07,1761,Pants
1,1,0,0,6,189,1509,23,6227,997,8111,0,1.99,1.26,256,Assault Rifle
3,0,0,0,2,952,8109,25,12791,1633,38882,0,0.99,1.53,263,Boots
0,0,0,0,2,663,1056,19,9329,1241,33538,0,0.99,0.84,214,Metal Chest Plate
1,0,0,0,5,432,701,20,8621,1104,32321,0,0.99,0.73,221,Metal Facemask
1,0,0,0,3,935,5009,28,16159,3165,27084,0,1.49,1.6,263,Leather Gloves
1,1,0,0,4,0,145,24,2226,162,23759,0,0.99,0.81,270,Hoodie
0,0,0,0,6,0,480,24,1853,2,28531,0,0.99,0.84,270,Pants
1,35,0,0,5,167,2751,24,3671,608,9019,0,1.99,2.12,437,Waterpipe Shotgun
1,36,0,0,6,555,10089,32,4631,939,14940,0,1.99,3.31,339,Revolver
7,0,0,2,6,333,5972,13,8323,1809,33850,0,1.49,1.84,619,Sheet Metal Door
7,0,0,2,6,3713,3,12,15130,22494,16440,0,2.38,8.97,1068,Sheet Metal Door
0,31,14,0,7,1682,544,14,6136,2013,5221,0,3.94,2.85,1005,Double Barrel Shotgun
0,259,43,13,5,517,2485,17,4520,1218,37792,0,2.99,1.3,214,Satchel Charge
1,19,0,0,6,336,208,22,7308,1547,9133,0,1.99,1.46,711,Assault Rifle
1,35,0,0,6,1059,799,22,6970,2127,7770,0,1.99,1.53,1124,Assault Rifle
2,50,0,0,4,45,14280,27,5502,168,19959,0,4.99,1.02,1305,Metal Chest Plate
4,17,0,0,2,0,984,23,10088,0,45751,0,9.99,5.95,1291,Armored Door
1,0,120,0,6,1087,1,34,13216,2282,25948,0,2.99,2.83,698,Revolver
3,650,216,1,9,726,2997,48,7822,1749,12351,0,1.3,6.79,1213,Water Purifier
0,8,0,0,5,1649,948,30,17129,4609,28144,0,1.49,3.11,787,Large Wood Box
0,0,0,0,2,157,211,18,4398,321,34907,0,0.99,0.64,108,Metal Chest Plate
1,0,0,0,4,469,4,16,9923,1140,36567,0,0.99,0.65,108,Metal Facemask
0,0,0,0,3,213,95,17,3326,497,21555,0,2.13,1.3,1026,Hatchet
2,6,0,0,4,2115,2205,13,12325,4080,38833,0,0.99,2.72,1069,Riot Helmet
1,13,0,0,10,155,6842,37,10672,2414,27368,0,0.99,1.43,1068,Road Sign Kilt
2,468,6,0,11,1008,5333,18,8633,2584,24542,0,0.99,0.98,1068,Road Sign Jacket
0,394,47,0,7,332,1445,15,2967,750,6555,0,1.99,6.18,633,Double Barrel Shotgun
2,0,0,0,4,958,840,21,32311,4717,18861,0,1.12,4.17,1096,Concrete Barricade
0,12,0,0,4,1052,428,30,14633,4148,23067,0,2.36,2.69,801,Large Wood Box
4,0,0,2,3,64,584,17,3857,720,43694,0,2.71,2.74,802,Sheet Metal Door
0,0,0,0,0,0,2,35,2955,57,29927,0,0.99,0.71,494,Hoodie
0,0,1,0,10,0,109,22,1333,223,27624,0,0.99,0.7,494,Pants
122,494,580,227,188,485,773,597,5184,1344,4594,0,1.99,2.09,94,Assault Rifle
7,9029,10,3,5,199,6350,13,11557,299,28379,0,1.49,3.85,746,Sheet Metal Door
0,2110,1058,0,2,150,3484,40,10080,922,24849,0,1.49,3.44,781,Furnace
14,179,332,1,100,1221,516,1292,5663,2564,6053,0,3.99,3.37,45,Assault Rifle
64,581,316,181,452,324,490,518,4251,532,10711,0,1.99,3.3,74,Crossbow
69,332,167,0,210,489,497,480,7211,1539,5463,0,1.99,3.57,102,Custom SMG
21,1226,886,160,286,242,989,36,4996,2160,6376,0,1.99,4.27,626,Salvaged Sword
0,0,1,0,4,163,934,15,8642,264,48291,0,1.97,4.23,1124,Sleeping Bag
0,1,0,0,2,132,240,26,1509,76,24298,0,59.99,1.17,1319,Hoodie
588,645,175,0,6,64,4573,34,994,122,7038,0,1.99,2.01,11,Assault Rifle
0,922,0,0,1,38,15798,16,10475,5516,12677,0,2.49,2.07,1761,Beenie Hat
1,0,0,0,5,2116,1389,28,17909,6904,18210,0,1.49,1.48,129,Large Wood Box
0,27,0,0,6,1051,394,16,3294,887,6610,0,1.99,2.66,255,Double Barrel Shotgun
0,0,0,0,7,260,10,18,13429,1853,29941,0,8.99,5.48,137,None
0,2,0,0,6,96,2477,21,1775,342,10771,0,1.99,10.88,935,Salvaged Icepick
0,0,0,0,3,35,25,18,3502,110,19197,0,2.99,1.99,626,Hatchet
0,0,0,0,4,116,4,22,1807,277,9353,0,2.99,4.59,626,Pickaxe
0,0,0,0,6,37,1163,20,4637,215,9325,0,1.99,1.38,381,Combat Knife
2,7,0,0,1,0,1897,10,2262,226,62599,0,2.99,4.95,837,Garage Door
0,0,0,0,3,70,38,17,5072,183,18166,0,1.99,1.29,676,Hatchet
0,0,0,0,7,105,3,24,2480,959,16637,0,2.49,0.82,1712,Semi-Automatic Pistol
1,0,0,0,6,516,167,34,5873,779,31818,0,1.99,2.72,970,Revolver
0,0,0,0,4,79,845,16,8496,492,11761,0,1.99,1.9,991,Pump Shotgun
1,0,0,0,5,393,134,24,8519,1640,7557,0,1.99,1.11,319,Assault Rifle
1,0,0,0,5,2910,0,30,17667,3951,22152,0,1.49,11.47,1192,Large Wood Box
5,0,0,2,4,114,1250,15,24398,4583,24902,0,3.01,2.85,1248,Sheet Metal Door
0,0,0,0,6,15,1,16,1247,77,21932,0,6.16,4.81,1286,Burlap Trousers
2,0,0,0,3,0,35381,13,20019,44,25217,0,1.49,2.02,67,Sheet Metal Double Door
0,43,0,0,2,0,22809,16,9086,235,19806,0,0.94,0.07,1789,Beenie Hat
1,27,0,0,6,44,15071,13,9287,299,18856,0,0.7,0.07,1782,Baseball Cap
